Department,Category,Condition Group,Sales Week,Gross Revenue,Return Value,Net Item Revenue (Fulfilled),Gross Items (Fullfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory
Storage,Envelopes,Great,11/11/18,0,27,-27,0,-1,0,-0.05,-32,0,210.91,442,21,650
Storage,Envelopes,Great,11/4/18,0,0,0,0,0,0,0,0,0,189.63,422,20,621
Storage,Envelopes,Great,10/28/18,125,0,125,5,5,5,0.2,147,162.16,177.52,422,20,621
Storage,Envelopes,Great,10/21/18,115,46,69,5,3,3,0.11,81,360.05,190.68,545,25,801
Storage,Envelopes,Great,10/14/18,81,27,54,3,2,1,0.07,64,328.25,190.05,602,28,885
Storage,Envelopes,Great,10/7/18,27,0,27,1,1,1,0.03,32,124.74,186.55,646,30,950
Storage,Envelopes,OK,1/13/19,0,0,0,0,0,0,0,0,0,179.9,29,2,42
Storage,Envelopes,OK,1/6/19,0,0,0,0,0,0,0,0,0,175,29,2,42
Storage,Envelopes,OK,12/30/18,0,0,0,0,0,0,0,0,0,170.1,29,2,42
Storage,Envelopes,OK,12/23/18,0,0,0,0,0,0,0,0,0,165.2,29,2,42
Storage,Envelopes,OK,12/16/18,0,0,0,0,0,0,0,0,0,160.3,29,2,42
Storage,Envelopes,OK,12/9/18,0,0,0,0,0,0,0,0,0,155.4,29,2,42
Storage,Envelopes,OK,12/2/18,0,0,0,0,0,0,0,0,0,150.5,29,2,42
Storage,Envelopes,OK,11/25/18,15,0,15,1,1,1,0.33,18,419.34,224.35,29,2,42
Storage,Envelopes,OK,11/18/18,0,0,0,0,0,0,0,0,0,220.15,46,3,68
Storage,Envelopes,OK,11/11/18,0,17,-17,0,-1,0,-0.5,-20,0,255.01,46,3,68
Storage,Envelopes,OK,11/4/18,0,0,0,0,0,0,0,0,0,130.9,29,2,42
Storage,Envelopes,OK,10/28/18,15,0,15,1,1,1,0.33,18,246.48,159.67,29,2,42
Storage,Envelopes,OK,10/21/18,17,0,17,1,1,1,0.25,20,392.39,206.29,46,3,68
Storage,Envelopes,OK,10/14/18,0,0,0,0,0,0,0,0,0,201.95,63,4,92
Storage,Envelopes,OK,10/7/18,0,0,0,0,0,0,0,0,0,197.05,63,4,92
Storage,Cabinets,Perfect,1/13/19,0,0,0,0,0,0,0,0,0,247.31,2012,29,2345
Storage,Cabinets,Perfect,1/6/19,0,0,0,0,0,0,0,0,0,242.41,2012,29,2345
Storage,Cabinets,Perfect,12/30/18,0,0,0,0,0,0,0,0,0,237.51,2012,29,2345
Storage,Cabinets,Perfect,12/23/18,0,0,0,0,0,0,0,0,0,232.61,2012,29,2345
